Dates,Satelite,Relaive_orbit,median_waterlevel
2019-11-15,SENTINEL_B,132,209.1278354
2019-11-15,SENTINEL_B,141,209.163348
2019-11-19,SENTINEL_B,189,208.9368758
2019-11-23,SENTINEL_B,246,209.05943715
2019-11-27,SENTINEL_B,303,209.0963473
2019-12-01,SENTINEL_B,360,209.1754499
2019-12-04,SENTINEL_B,27,209.09537415
2019-12-05,SENTINEL_B,32,208.8004499
2019-12-08,SENTINEL_B,84,209.0722794
2019-12-12,SENTINEL_B,132,209.2154
2019-12-12,SENTINEL_B,141,208.95817885
2019-12-16,SENTINEL_B,189,209.3062847
2019-12-20,SENTINEL_B,246,208.8535397
2019-12-24,SENTINEL_B,303,208.9525518
2019-12-28,SENTINEL_B,360,209.1181999
2020-01-01,SENTINEL_B,32,209.0349498
2020-01-04,SENTINEL_B,84,208.76193915
2020-01-08,SENTINEL_B,132,209.0168499
2020-01-08,SENTINEL_B,141,208.2436391
2020-01-12,SENTINEL_B,189,209.166379
2020-01-12,SENTINEL_B,198,208.8918
2020-01-16,SENTINEL_B,246,208.90302185
2020-01-16,SENTINEL_B,255,209.04885
2020-01-20,SENTINEL_B,303,209.005187
2020-01-24,SENTINEL_B,360,209.0678
2020-01-27,SENTINEL_B,27,209.1932731
2020-01-31,SENTINEL_B,84,209.03866515
2020-02-04,SENTINEL_B,132,209.0337
2020-02-04,SENTINEL_B,141,208.8823511
2020-02-08,SENTINEL_B,189,209.14001765
2020-02-08,SENTINEL_B,198,208.8385999
2020-02-12,SENTINEL_B,246,208.9010515
2020-02-16,SENTINEL_B,303,208.75268255
2020-02-20,SENTINEL_B,360,208.70985
2020-02-23,SENTINEL_B,27,208.99709545
2020-02-24,SENTINEL_B,32,209.0473499
2020-02-27,SENTINEL_B,84,208.8411221
2020-03-02,SENTINEL_B,132,209.0092001
2020-03-02,SENTINEL_B,141,208.9391836
2020-03-06,SENTINEL_B,189,208.9895186
2020-03-06,SENTINEL_B,198,208.4859999
2020-03-10,SENTINEL_B,246,208.6173555
2020-03-10,SENTINEL_B,255,208.3664
2020-03-14,SENTINEL_B,303,208.7100354
2020-03-18,SENTINEL_B,360,207.9671499
2020-03-21,SENTINEL_B,27,208.8743674
2020-03-22,SENTINEL_B,32,208.8423
2020-03-25,SENTINEL_B,84,208.6893483
2020-03-29,SENTINEL_B,132,208.8167499
2020-03-29,SENTINEL_B,141,208.7585376
2020-04-02,SENTINEL_B,189,208.7816848
2020-04-06,SENTINEL_B,246,208.6128824
2020-04-10,SENTINEL_B,303,208.7361058
2020-04-17,SENTINEL_B,27,209.2542129
2020-04-18,SENTINEL_B,32,208.8087498
2020-04-21,SENTINEL_B,84,208.58945455
2020-04-25,SENTINEL_B,132,209.0748
2020-04-25,SENTINEL_B,141,209.18220605
2020-04-29,SENTINEL_B,189,209.17267585
2020-04-29,SENTINEL_B,198,209.222
2020-05-03,SENTINEL_B,246,208.8741501
2020-05-07,SENTINEL_B,303,209.2850909
2020-05-11,SENTINEL_B,360,209.4274
2020-05-14,SENTINEL_B,27,209.5795029
2020-05-15,SENTINEL_B,32,209.5628
2020-05-18,SENTINEL_B,84,209.5119957
2020-05-22,SENTINEL_B,132,209.79355
2020-05-22,SENTINEL_B,141,209.5879519
2020-05-26,SENTINEL_B,189,209.58714155
2020-05-26,SENTINEL_B,198,209.6284
2020-05-30,SENTINEL_B,246,209.5090899
2020-05-30,SENTINEL_B,255,209.68215
2020-06-03,SENTINEL_B,303,209.6833889
2020-06-07,SENTINEL_B,360,209.8984
2020-06-10,SENTINEL_B,27,210.0220765
2020-06-11,SENTINEL_B,32,209.6725
2020-06-14,SENTINEL_B,84,209.91219035
2020-06-18,SENTINEL_B,132,210.1203411
2020-06-18,SENTINEL_B,141,210.0447845
2020-06-22,SENTINEL_B,189,210.2946417
2020-06-22,SENTINEL_B,198,210.3506999
2020-06-26,SENTINEL_B,246,210.1705186
2020-06-30,SENTINEL_B,303,210.3340425
2020-07-04,SENTINEL_B,360,210.2603
2020-07-07,SENTINEL_B,27,210.47918
2020-07-08,SENTINEL_B,32,209.9565998
2020-07-11,SENTINEL_B,84,210.5499895
2020-07-15,SENTINEL_B,132,210.71002665
2020-07-15,SENTINEL_B,141,210.7494372
2020-07-19,SENTINEL_B,189,210.9093242
2020-07-23,SENTINEL_B,246,210.733748
2020-07-27,SENTINEL_B,303,210.8812801
2020-08-03,SENTINEL_B,27,211.05194885
2020-08-04,SENTINEL_B,32,210.5586999
2020-08-07,SENTINEL_B,84,210.89898575
2020-08-11,SENTINEL_B,132,210.95632425
2020-08-11,SENTINEL_B,141,210.9753235
2020-08-15,SENTINEL_B,189,211.0958658
2020-08-19,SENTINEL_B,246,210.8325811
2020-08-23,SENTINEL_B,303,210.8268662
2020-08-27,SENTINEL_B,360,210.8707999
2020-08-30,SENTINEL_B,27,210.9736129
2020-08-31,SENTINEL_B,32,210.9535499
2020-09-03,SENTINEL_B,84,210.8581683
2020-09-07,SENTINEL_B,132,210.9047917
2020-09-07,SENTINEL_B,141,210.8781194
2020-09-11,SENTINEL_B,189,210.959946
2020-09-15,SENTINEL_B,246,210.6931012
2020-09-15,SENTINEL_B,255,210.8993499
2020-09-19,SENTINEL_B,303,210.7582263
2020-09-23,SENTINEL_B,360,210.7369999
2020-09-26,SENTINEL_B,27,210.81846435
2020-09-27,SENTINEL_B,32,210.7565
2020-09-30,SENTINEL_B,84,210.62248565
2020-10-04,SENTINEL_B,132,210.6460998
2020-10-04,SENTINEL_B,141,210.710763
2020-10-08,SENTINEL_B,189,210.72446695
2020-10-08,SENTINEL_B,198,210.43635
2020-10-12,SENTINEL_B,246,210.4310684
2020-10-16,SENTINEL_B,303,210.6142779
2020-10-20,SENTINEL_B,360,210.5442501
2020-10-23,SENTINEL_B,27,210.51484635
2020-10-24,SENTINEL_B,32,210.4678999
2020-10-27,SENTINEL_B,84,210.3708264
2020-10-31,SENTINEL_B,132,210.33705
2020-10-31,SENTINEL_B,141,210.3838357
2020-11-04,SENTINEL_B,189,210.4983953
2020-11-04,SENTINEL_B,198,209.74105
2020-11-12,SENTINEL_B,303,210.3138976
2020-11-16,SENTINEL_B,360,210.1605499
2020-11-19,SENTINEL_B,27,210.1349017
2020-11-20,SENTINEL_B,32,210.0636
2020-11-23,SENTINEL_B,84,210.0628901
2020-11-27,SENTINEL_B,132,210.15745
2020-11-27,SENTINEL_B,141,210.1584407
2020-12-01,SENTINEL_B,189,210.31820915
2020-12-01,SENTINEL_B,198,210.1948999
2020-12-05,SENTINEL_B,246,210.0041799
2020-12-09,SENTINEL_B,303,210.1267001
2020-12-13,SENTINEL_B,360,210.2619001
2020-12-16,SENTINEL_B,27,210.2624577
2020-12-17,SENTINEL_B,32,210.3255501
2020-12-20,SENTINEL_B,84,209.9390621
2020-12-24,SENTINEL_B,132,209.99202795
2020-12-24,SENTINEL_B,141,210.15549205
2020-12-28,SENTINEL_B,189,210.2784366
2020-12-28,SENTINEL_B,198,210.3287999
2021-01-01,SENTINEL_B,246,210.0267877
2021-01-05,SENTINEL_B,303,210.08561695
2021-01-09,SENTINEL_B,360,210.07115
2021-01-12,SENTINEL_B,27,210.2233788
2021-01-13,SENTINEL_B,32,210.2559999
2021-01-16,SENTINEL_B,84,210.0038397
2021-01-20,SENTINEL_B,132,209.7787999
2021-01-20,SENTINEL_B,141,209.9017462
2021-01-24,SENTINEL_B,189,210.0646751
2021-01-28,SENTINEL_B,246,209.9391583
2021-01-28,SENTINEL_B,255,210.01715
2021-02-01,SENTINEL_B,303,209.81934685
2021-02-05,SENTINEL_B,360,209.96285
2021-02-08,SENTINEL_B,27,209.8987686
2021-02-09,SENTINEL_B,32,210.0258
2021-02-12,SENTINEL_B,84,209.68607535
2021-02-16,SENTINEL_B,132,209.181645
2021-02-16,SENTINEL_B,141,209.5522475
2021-02-20,SENTINEL_B,189,209.7816073
2021-02-20,SENTINEL_B,198,209.7964499
2021-02-24,SENTINEL_B,246,209.6774356
2021-02-28,SENTINEL_B,303,209.5710707
2021-03-04,SENTINEL_B,360,209.6281999
2021-03-07,SENTINEL_B,27,209.75603835
2021-03-08,SENTINEL_B,32,209.5334
2021-03-11,SENTINEL_B,84,209.5208301
2021-03-15,SENTINEL_B,132,208.9631019
2021-03-15,SENTINEL_B,141,208.88364525
2021-03-19,SENTINEL_B,189,209.5390329
2021-03-23,SENTINEL_B,246,209.5451024
2021-03-27,SENTINEL_B,303,209.31744895
2021-03-31,SENTINEL_B,360,209.4066501
2021-04-03,SENTINEL_B,27,209.6650566
2021-04-04,SENTINEL_B,32,209.6429999
2021-04-07,SENTINEL_B,84,209.3874325
2021-04-11,SENTINEL_B,132,209.6500109
2021-04-11,SENTINEL_B,141,209.4500056
2021-04-15,SENTINEL_B,189,209.883659
2021-04-19,SENTINEL_B,246,207.4809833
2021-04-23,SENTINEL_B,303,207.57284635
2021-04-27,SENTINEL_B,360,209.4421999
2021-04-30,SENTINEL_B,27,209.84144575
2021-05-01,SENTINEL_B,32,208.1693998
2021-05-04,SENTINEL_B,84,209.6710514
2021-05-08,SENTINEL_B,132,209.7016628
2021-05-08,SENTINEL_B,141,209.8307119
2021-05-12,SENTINEL_B,189,209.8503961
2021-05-16,SENTINEL_B,246,209.7869387
2021-05-20,SENTINEL_B,303,209.8546879
2021-05-24,SENTINEL_B,360,209.9091998
2021-05-28,SENTINEL_B,32,209.8881
2021-06-02,SENTINEL_A,246,209.72106545
2021-06-06,SENTINEL_A,303,209.8849077
2021-06-09,SENTINEL_A,355,210.10119435
2021-06-13,SENTINEL_A,27,210.0252522
2021-06-17,SENTINEL_A,84,210.1659405
2021-06-21,SENTINEL_A,132,210.2015979
2021-06-21,SENTINEL_A,141,210.2949998
2021-06-25,SENTINEL_A,189,210.2493602
2021-06-25,SENTINEL_A,198,210.2988501
2021-06-29,SENTINEL_A,246,210.17352445
2021-07-03,SENTINEL_A,303,210.2475867
2021-07-06,SENTINEL_A,355,210.33933765
2021-07-07,SENTINEL_A,360,210.2382999
2021-07-10,SENTINEL_A,27,210.2364595
2021-07-11,SENTINEL_A,32,210.3734
2021-07-14,SENTINEL_A,84,210.3229992
2021-07-18,SENTINEL_A,132,210.2982056
2021-07-18,SENTINEL_A,141,210.3654
2021-07-22,SENTINEL_A,189,210.2664171
2021-07-22,SENTINEL_A,198,210.2297999
2021-07-26,SENTINEL_A,246,210.1806871
2021-07-30,SENTINEL_A,303,210.18937855
2021-08-02,SENTINEL_A,355,210.2079945
2021-08-06,SENTINEL_A,27,210.0215636
2021-08-10,SENTINEL_A,84,210.1469091
2021-08-14,SENTINEL_A,132,210.0357098
2021-08-14,SENTINEL_A,141,210.0393
2021-08-18,SENTINEL_A,189,210.0147165
2021-08-18,SENTINEL_A,198,209.9638
2021-08-22,SENTINEL_A,246,209.8783727
2021-08-26,SENTINEL_A,303,209.93743825
2021-08-29,SENTINEL_A,355,209.9050541
2021-08-30,SENTINEL_A,360,209.8027999
2021-09-02,SENTINEL_A,27,209.7109276
2021-09-06,SENTINEL_A,84,209.8245396
2021-09-10,SENTINEL_A,132,209.75575185
2021-09-14,SENTINEL_A,189,209.7592237
2021-09-18,SENTINEL_A,246,209.5991643
2021-09-22,SENTINEL_A,303,209.685799
2021-09-25,SENTINEL_A,355,209.663871
2021-09-26,SENTINEL_A,360,209.7666998
2021-09-29,SENTINEL_A,27,209.5032848
